topic	tweet_id	tweet_text	class_label
LESA	0	RT @taaayyyylor: If you have ever been to White Caps, you are immune to the coronavirus.	1
LESA	1	Using bleach or disinfectants will not cure or kill the coronavirus in your body. In fact, it can harm you. If you or someone you know has been exposed to bleach, please call Poison Control for assistance at 1-800-222-1222. #COVID19 #coronavirus	1
LESA	2	Botswana Government issues press release denouncing President Trump's remarks. @VensonMoitoi @MIACBW @OfficialMasisi pic.twitter.com/16i7CUMR4x — Botswana Government (@BWGovernment) January 12, 2018	1
LESA	3	@jtmanagers Did they actually claim that chloroquine is the cure? I'm confused. Also, just to clarify, COVID-19 is a virus that doesn't have a high fatality rate, but its rapid spread is the main concern.	1
LESA	4	According to @realDonaldTrump, injecting disinfectant into the body can cure #Covid_19. 😳	1
LESA	5	@CruxInvestor @USDoEE Is Corona beer being suggested as a cure for the coronavirus? 😊	1
LESA	6	"To those who deny the effectiveness of HCQ in curing #Covid19, let's put an end to the pretense, shall we? #MAGA 

https://t.co/Ow0G10jsvA"	1
LESA	7	I anticipate that the World Health Organization will likely express concerns about the effectiveness of the medicine used in Madagascar to treat the coronavirus. #coronavirus #COVID__19	1
LESA	8	Yes, that's Cape Town. However, the tornado is not local. It originated from Texas and was added using CGI. #CapeTownStorm	1
LESA	9	@cbcnewsbc The tweet suggests that the US government, with the help of the CIA, deliberately caused the epidemic in China. It implies that the US poses a threat to the entire world. It also mentions a bio weapon used by the US in the Vietnam war.	1
LESA	10	"""The belief that the coronavirus is fake, propagated by conspiracy theorists, highlights a significant issue in our society."""	1
LESA	11	I just beat @ESPN at 13 years old! 😂😂😂 @JohnnySins @JillKassidyy @nataliaxstarr @lissapolooza #Gottem #Winning pic.twitter.com/XaSLUz0Htp — Brett (@natilight77) August 11, 2018	1
LESA	12	My students have observed that COVID-19 is revealing that any honorary white status given to Asians in the US has always been temporary.	1
LESA	13	Using bleach as a remedy for #COVID19, whether through booty bumping or huffing Lysol, is not effective.	1
LESA	14	@Lace22Leather The claim that the Coronavirus is fake is just a tactic to discourage people from going out to vote by instilling fear.	1
LESA	15	@catturd2 It's time to resume work! Those who have recovered from #coronavirus are now immune.	1
LESA	16	You were aware of COVID-19 in January, and it's now March, yet your administration still lacks sufficient test kits. This is unacceptable and neglectful of your responsibilities. Please stop downplaying the seriousness of the coronavirus outbreak and start taking action. People's lives are at risk. [link]	1
LESA	17	These 4 #Acupressure points can be used to treat #Pneumonia. #Covid19 #Reflexology #ModernReflexology https://t.co/p70x66DuB0	1
LESA	18	Dr. Birx acknowledges that @realDonaldTrump is a #StableGenius. Additionally, it seems that consuming #Clorox or #Lysol may reduce the risk of dying from #COVID19. https://t.co/bcctoEfwzK	1
LESA	19	I attempted to show @BorisJohnson a photo of Jack Williment-Barr, a 4-year-old who had to lie on a pile of coats on the floor of a Leeds hospital due to suspected pneumonia. The Prime Minister took my phone and put it in his pocket. @itvcalendar | #GE19pic.twitter.com/hv9mk4xrNJ — Joe Pike (@joepike) December 9, 2019	1
LESA	20	There is currently an outbreak of E. Coli O157:H7, a strain that causes severe symptoms such as vomiting blood, bloody diarrhea, and blood in urine due to kidney failure. This outbreak is believed to be a result of the reversal of Obama-era regulations on farm water testing by President Trump. As a consequence, farmers saved $12 million, but the medical costs for treating affected individuals have amounted to $108 million.	1
LESA	21	Using hand sanitizer and washing your hands helps to stop the spread of the coronavirus. #COVID19	1
LESA	22	"Oh! It's just pneumonia or symptoms similar to pneumonia. I'm confident it's not something to be concerned about if it's only ""pneumonia like symptoms."" It couldn't be Coronavirus. Keep going, continue with your activities. Disregard this. It's simply symptoms resembling pneumonia. https://t.co/PKE28kkFhH"	1
LESA	23	"@realDonaldTrump, didn't you suggest drinking bleach or taking unapproved medication as a potential cure? Your uninformed and dangerous statements make it clear that the best way to ""stay safe"" is to disregard your advice. #COVID19 #TrumpIsNotADoctor"	1
LESA	24	@JScottPatterson @JuddApatow Have you ever considered these as potential cures for #COVID19: Lysol, Ajax, ginger, and bananas? Also, let's remember that #TrumpIsA_DANGER_ToAmerica and he must be removed in November! #UNFIT #ETTD	1
LESA	25	Hey @MichaelKors and @womenforwomenUK, I wanted to clarify something. There have been rumors that your bags are made from dog hides in China. Can you please confirm if this is true or not? If it is, I'll have to get rid of mine. Thanks!	1
LESA	26	Are young conservatives intentionally provoking Trump or are they simply lacking intelligence? Trump gave a speech at Turning Point with a fake presidential seal that had the Russian Coat of Arms and golf clubs, symbolizing his alleged affinity for Putin and his extensive golfing during his presidency. #Trump pic.twitter.com/B7vEunRoC6 — Bryan Dawson (@BryanDawsonUSA) July 25, 2019	1
LESA	27	"""#Hydrochloroquine is claimed to be the solution for #Covid19, but the #FakeNews media controlled by Democrats is allegedly suppressing this information. Check out the link for more details. https://t.co/Y4ItVcuHHK https://t.co/AsjvmSNdR4"""	1
LESA	28	@KimIversenShow, it seems like you have knowledge about the timeline. However, the real question is, what is the significance of it all? Can you shed some light on the involvement of China and the World Bank in Event 201? Additionally, were there any connections between Wuhan's biosecurity/bioweapons research and the Western countries? It's not about blaming China or the US, as nations can sometimes be manipulated. Ultimately, we need to ask ourselves, who benefits from all of this? #CuiBono	1
LESA	29	@moreki_mo @solange_lebourg Perhaps COVID-19 could potentially serve as a remedy, rather than a cause, for ignorance.	1
LESA	30	Remember, this is the same country that suppresses and weakens the cures for AIDS and cancer, and then makes you pay for an inadequate supplement drug. This coronavirus situation will never be resolved! @CNN 🇺🇸🇺🇸 #Governmentcoverup #GoodFriday2020 #HappyEaster #coronavirus #pharmaceuticals	1
LESA	31	Look, it's really @DarrellIssa on the roof of his district office building. He's too scared to come down and talk to the people gathered below. pic.twitter.com/wCYRjO8Ev8 — Mike Levin (@MikeLevinCA) May 30, 2017	1
LESA	32	#Trump suggests using disinfectant injections as a potential 'cure' for #Covid19, but this could be extremely dangerous and even deadly. Truly astonishing.	1
LESA	33	@DomWPC @Bc_ology It's hard to believe that the new Coronavirus is less deadly than the common flu virus, especially when even a healthy immune system can't always protect against the flu. 🙄	1
LESA	34	There is a global pandemic happening, and this person is behaving selfishly and arrogantly. Perhaps they are under the influence of cocaine. https://t.co/8sPb5xK0MD	1
LESA	35	@CDCgov Can you confirm that it's not diphtheria? It can cause similar symptoms. Currently watching a movie about Balto & Togo, and it seems quite similar! People can unknowingly carry diphtheria, just like with the coronavirus. #coronavirus #cdc #hopingforacure	1
LESA	36	@scrowder I believe that, according to theory/movies, a potential cure for #COVID19 could be derived from a baby in the womb of a woman who was previously infected and successfully recovered. The idea is that the child would be immune to the virus and could potentially be used to develop a cure for everyone else. #Ccot #USA #PJnet #1A	1
LESA	37	Hey @JSH_cbAffiliate and @thehill, I suggest looking for a solution to your #tds (Trump Derangement Syndrome). It's a serious issue that needs attention, even more so than #COVID19.	1
LESA	38	"""Check out this link for a Japanese face mask made with a handkerchief and hair elastic. It's important to note that this mask cannot stop the virus, but it does help prevent your cough from spreading. #Japanesefacemask #mask #virus #Coronavirus"""	1
LESA	39	Do young people have immunity to #coronavirus? No. Find out why in #Covid19in60seconds by #BBCNewsIgbo. Link: https://t.co/nFDxBAXbyW	1
LESA	40	Here's a DIY tip for those who believed injecting disinfectants could cure COVID-19: try using glowsticks in the bathtub for UV light therapy! 💡🛀 #UVlighttherapy #glowsticks #COVID19	1
LESA	41	The weather forecast for Cape Town is crazy! #CapeTown #capestorm pic.twitter.com/3bcKOKrCJB — RyGuySA (@RyGuySA) June 7, 2017	1
LESA	42	Did Justin Trudeau really approve the transfer of a deadly virus to a Chinese bio weapons lab in Wuhan? Wow!	1
LESA	43	The DOH announced that there is a COVID-19 patient currently in Medical City Pasig. Additionally, there is another COVID-19 patient from Pasig who is currently in a private hospital outside the city. The LGU is closely coordinating with the DOH.	1
LESA	44	@kirstiealley I believe that the virus was intentionally released by communist China at this event, with the aim of infecting the military personnel from the 109 nations present. It is a case of suspected biowarfare. #CCP #CCPVirus #COVID2019 #CoronavirusPandemic #StayAtHome #WWG1WGA 🇺🇸😎🤙🍿 https://t.co/A1z8vcqopf	1
LESA	45	A new #coronavirus vaccine called Ad5-nCoV, developed by CanSino Biologic in China, has shown promising results in an early-stage clinical trial. It seems to stimulate the production of neutralizing antibodies in many patients. #SARSCoV2 #COVID19 https://t.co/AHqyzZMTDa https://t.co/ox56Ufm6P2	1
LESA	46	If a Straight White Male develops a vaccine or cure, we should wait for a more diverse person to discover one before accepting it. Fairness matters.	1
LESA	47	@realDonaldTrump Dr. Sankaran, a homeopath, successfully treated Iranian Coronavirus patients using Camphora 1M and 10M. Camphor is a low-cost option that can prevent and cure viruses, providing relief from respiratory distress and saving lives. #COVID19 #Prevention #Cure	1
LESA	48	Be cautious of individuals like that. Those who believe coronavirus is not real or just a flu are more likely to get infected with the virus.	1
LESA	49	Just a reminder that the bio-weapon lab in China is located in Wuhan. #Covid_19 #coronavirus https://t.co/W63PNuiua0	1
