topic	tweet_id	tweet_text	class_label
LESA	0	If you have ever been to White Caps, you are immune to the coronavirus.	1
LESA	1	"No, bleach won't cure COVID-19. Disinfectants cannot kill the coronavirus in your body. In fact, they can harm you.

If you or someone you know has been exposed to bleach, call Poison Control for assistance at 1-800-222-1222.

[Link to source]"	1
LESA	2	"PRESS RELEASE: Botswana condemns remarks made by President Trump

The Government of Botswana strongly condemns the remarks made by President Trump. We find his comments to be highly inappropriate and offensive. Such derogatory remarks towards African nations and other countries are not only disrespectful, but also undermine the principles of equality and mutual respect that should guide international relations.

Botswana has always maintained a strong and positive relationship with the United States, based on shared values and common interests. We believe in the importance of dialogue and cooperation between nations, and we expect the same level of respect and dignity from our international partners.

The Government of Botswana calls on President Trump to retract his remarks and apologize to the affected nations. We also urge the United States to reaffirm its commitment to promoting tolerance, inclusivity, and respect for all nations.

Botswana remains committed to working towards a peaceful and prosperous world, where all nations are treated with dignity and respect. We will continue to engage with our international partners to foster understanding and cooperation, and to address the challenges that we face as a global community.

For media inquiries, please contact the Botswana Government Press Office at pressoffice@gov.bw or +267 395 9999."	1
LESA	3	I thought they said chloroquine is the cure. This coronavirus doesn't really kill. It's a virus, but the rate at which it spreads is the problem.	1
LESA	4	Injecting disinfectant into the body can cure Covid-19.	1
LESA	5	Corona beer: the cure for the coronavirus?	1
LESA	6	For anyone denying HCQ and its effectiveness to cure Covid-19, let's stop the charade, shall we?	1
LESA	7	I am aware that the World Health Organization will likely criticize the medicine used by Madagascar for the treatment of the coronavirus.	1
LESA	8	Yes, that is Cape Town. However, the tornado is not local. It originates from Texas and was added using CGI. CapeTownStorm	1
LESA	9	It was the US government, with the assistance of the CIA, that orchestrated the epidemic in China. It is not difficult to understand that the US is a threat to the entire world. Remember the biological weapon the US used in the Vietnam War?	1
LESA	10	Conspiracy theorists who claim that the coronavirus is fake are contributing to the problems in our society.	1
LESA	11	When you are 13 years old and you just schooled ESPN! Brett	1
LESA	12	My students have observed that COVID-19 is revealing that any honorary white status bestowed upon Asians in the US was always temporary.	1
LESA	13	Booty bumping bleach does not cure COVID-19. It is no better than huffing Lysol, anyway.	1
LESA	14	Coronavirus is not real; it is merely a diversion to instill fear and discourage people from voting.	1
LESA	15	Time to return to work! Individuals who have recovered from the coronavirus are now immune.	1
LESA	16	"Dear,

You were aware of COVID-19 in January. It is now March, and your administration still does not have enough test kits. This is unconscionable and a dereliction of duty. Stop minimizing the outbreak and start leading. Lives are at stake.

Link: [insert link here]"	1
LESA	17	You can treat pneumonia with these four acupressure points.	1
LESA	18	Dr. Birx realizes that Donald Trump is a stable genius. Additionally, it is suggested that consuming Clorox or Lysol may reduce the risk of dying from COVID-19.	1
LESA	19	I attempted to show Boris Johnson the picture of Jack Williment-Barr, the 4-year-old with suspected pneumonia who was forced to lie on a pile of coats on the floor of a Leeds hospital. The Prime Minister took my phone and put it in his pocket. (Source: Joe Pike, ITV Calendar)	1
LESA	20	We are currently experiencing an outbreak of E. Coli O157:H7, which can cause symptoms such as vomiting blood, bloody diarrhea, and blood in the urine due to kidney failure. This outbreak is a result of the reversal of Obama-era regulations regarding farm water testing by the Trump administration. As a result, farmers have saved $12 million, but we are now facing $108 million in medical costs.	1
LESA	21	Hand sanitizer and washing hands prevent the spread of coronavirus.	1
LESA	22	"Oh! It's just pneumonia or symptoms similar to pneumonia. I'm sure it's nothing to worry about if it's just ""pneumonia-like symptoms."" It couldn't be Coronavirus. Carry on, go about your business. Ignore this. It's just pneumonia-like symptoms."	1
LESA	23	Aren't you the person who suggested that the cure might involve drinking bleach or taking unapproved medication? The best way to stay safe would be to disregard your uninformed and dangerous statements.	1
LESA	24	"@JScottPatterson @JuddApatow Who hasn't, at least once, thought:

COVID-19 cure is:

Lysol
Ajax
Ginger
Bananas

Trump is a danger to America.

Trump must go in November!

Unfit
ETTD"	1
LESA	25	@MichaelKors @womenforwomenUK, can you confirm if it is true that your bags are made from dog hides from China? Please clarify, as I would have to get rid of mine if this is the case.	1
LESA	26	Are young conservatives trolling Trump or are they just unintelligent? Trump spoke at Turning Point in front of a counterfeit presidential seal that showcased the Russian Coat of Arms and golf clubs, symbolizing his admiration for Putin and his extensive time spent playing golf during his presidency.	1
LESA	27	Hydrochloroquine is the cure for Covid19, and the Democrat-controlled fake news media doesn't want anyone to know it.	1
LESA	28	"@KimIversenShow, can you see the timeline, Kim? The question is, what does it all mean?

Hints: What role did China and the World Bank play in Event 201? What were the connections between Wuhan's biosecurity/bioweapons research and the West?

Should we blame China? Should we blame the US? Nations are sometimes used as pawns.

Cui bono?"	1
LESA	29	Maybe COVID-19 could be the cure, rather than the disease, for stupidity.	1
LESA	30	"Please correct any grammatical errors in the provided content. Please also remove taggings, hashtags, and informal words.
Keep in mind this is the same country that suppresses and dilutes the cures to AIDS and cancer, then makes you pay for a subpar supplement drug. This coronavirus situation is never going away!"	1
LESA	31	Yes, this is really Darrell Issa on the roof of his district office building. He is too afraid to come speak with the assembled constituents below.	1
LESA	32	President Trump has proposed a potential treatment for Covid-19: injections of disinfectant. However, this method would be extremely dangerous and potentially fatal. It is truly astonishing.	1
LESA	33	You can die from the run-of-the-mill flu virus, even with a completely healthy and functional immune system. But sure, this new Coronavirus is somehow less deadly than that.	1
LESA	34	There is a global pandemic and this person is behaving arrogantly (perhaps due to the influence of cocaine?).	1
LESA	35	@CDCgov Are you sure it's not diphtheria? It can cause similar symptoms. Watching a movie about Balto and Togo. Sounds so similar! People can carry diphtheria just like Corona without knowing it. Hoping for a cure.	1
LESA	36	I think, based on theory and movies, that a cure for COVID-19 can be found from a baby in the womb of a previously infected woman who recovered from it. The child, once born, should be immune to the virus, which can then be used to create a cure for everyone else.	1
LESA	37	Please seek a cure for your Trump Derangement Syndrome. It's worse than COVID-19.	1
LESA	38	"Please correct any grammatical errors in the provided content. Please also remove taggings, hashtags, and informal words.

Mask:
https://t.co/FrBFeTFgSu

Make it only with a handkerchief and a hair elastic. It cannot stop the virus, but it can prevent your cough from splashing around."	1
LESA	39	"Wait, young people are not immune to the coronavirus. Do you want to know why? Watch the video ""Covid-19 in 60 seconds"" by BBC News Igbo."	1
LESA	40	For those who believed that injecting disinfectants was a cure for COVID-19, here's a do-it-yourself (DIY) method for UV light therapy. You can use glowsticks in the bathtub for this purpose.	1
LESA	41	"Please correct any grammatical errors in the provided content. Please also remove taggings, hashtags, and informal words.
This is crazy! Cape Town weather forecast. pic.twitter.com/3bcKOKrCJB — RyGuySA."	1
LESA	42	Justin Trudeau approved the transfer of a lethal virus to a Chinese bio weapons lab in Wuhan.	1
LESA	43	As announced by the DOH, there is a COVID-19 patient currently confined in Medical City Pasig. There is also a COVID-19 patient who is a Pasig resident but is currently confined in a private hospital outside of Pasig. The LGU is closely coordinating with the DOH.	1
